,0,1,2,3,4,5,6,7,8,9
0,494012,4935,0,0,568,1492,0,0,29,173
1,4421,414727,2280,231,212,447,12,0,80,88
2,0,5314,41724,431,3,0,143,7,0,0
3,0,861,1681,18383,0,0,180,16,0,0
4,1805,257,0,0,1701,8,0,0,84,30
5,1953,25,0,0,2,16,0,0,0,0
6,0,0,546,84,0,0,794,0,0,0
7,0,0,8,168,0,0,37,17,0,0
8,6,0,0,0,6,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
