,0,1,2,3,4,5,6,7,8,9
0,495942,3943,0,0,935,275,0,0,28,86
1,2350,418618,1277,107,59,2,0,12,73,0
2,0,2192,44690,705,0,0,13,22,0,0
3,0,470,594,19884,0,0,21,152,0,0
4,803,445,0,0,2584,0,0,0,40,13
5,1967,24,0,0,2,3,0,0,0,0
6,0,0,347,172,0,0,903,2,0,0
7,0,0,3,118,0,0,58,51,0,0
8,4,1,0,0,7,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
