,0,1,2,3,4,5,6,7,8,9
0,492685,7091,1,0,909,505,0,0,12,6
1,2883,414782,4151,90,567,12,0,0,3,10
2,0,3396,43430,753,0,0,43,0,0,0
3,0,670,1465,18834,0,0,94,58,0,0
4,1336,395,1,0,2096,7,0,0,39,11
5,1936,46,0,0,9,5,0,0,0,0
6,0,1,644,152,0,0,627,0,0,0
7,0,0,2,198,0,0,16,14,0,0
8,4,1,0,0,7,0,0,0,0,0
9,1,1,0,0,1,0,0,0,0,0
