,0,1,2,3,4,5,6,7,8,9
0,499615,1389,0,0,162,34,0,0,3,6
1,8368,413881,119,55,74,0,0,0,1,0
2,0,2987,44369,266,0,0,0,0,0,0
3,0,338,592,20186,0,0,5,0,0,0
4,2638,40,0,0,1188,5,0,0,9,5
5,1981,11,0,0,1,3,0,0,0,0
6,0,0,270,321,0,0,803,30,0,0
7,0,0,0,151,0,0,22,57,0,0
8,7,0,0,0,5,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
