,0,1,2,3,4,5,6,7,8,9
0,497277,3516,0,0,261,79,0,0,1,75
1,9184,407201,5251,736,103,8,0,0,0,15
2,0,2823,43501,1224,0,0,53,21,0,0
3,0,188,842,19997,0,0,31,63,0,0
4,1820,208,0,0,1808,0,0,0,25,24
5,1970,26,0,0,0,0,0,0,0,0
6,0,0,338,261,0,0,793,32,0,0
7,0,0,2,158,0,0,26,44,0,0
8,6,1,0,0,5,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
