,0,1,2,3,4,5,6,7,8,9
0,495302,3730,0,0,625,1495,0,0,17,40
1,809,418678,2373,424,136,50,0,0,9,19
2,0,1029,45916,672,0,0,5,0,0,0
3,0,241,843,19880,0,0,107,50,0,0
4,1299,285,0,0,2242,15,0,0,30,14
5,1950,22,0,0,5,19,0,0,0,0
6,0,0,117,216,0,0,1083,8,0,0
7,0,0,0,155,0,0,15,60,0,0
8,5,1,0,0,6,0,0,0,0,0
9,1,2,0,0,0,0,0,0,0,0
