;loss;acc
0;0,39684489369392395;0,9074530005455017
1;0,07309083640575409;0,9831799864768982
2;0,14731253683567047;0,9578260183334351
3;0,2731676697731018;0,9211339950561523
4;0,2586936354637146;0,9446489810943604
5;0,08748295903205872;0,9790220260620117
6;0,06234166771173477;0,9866830110549927
7;0,11610797792673111;0,9724730253219604
8;0,07886821031570435;0,9826750159263611
9;0,1149938702583313;0,971373975276947
10;0,12316214293241501;0,9681289792060852
11;0,24745169281959534;0,9328550100326538
12;0,07524248957633972;0,9816610217094421
13;0,06789293140172958;0,9854469895362854
14;0,13315995037555695;0,9655060172080994
15;0,07487622648477554;0,980102002620697
16;0,5451700091362;0,8694919943809509
17;0,07202435284852982;0,9838770031929016
18;0,4237748682498932;0,9066470265388489
19;0,12668012082576752;0,9644359946250916
20;0,11121680587530136;0,9706209897994995
21;0,13402193784713745;0,9637550115585327
22;0,09079933166503906;0,9819750189781189
23;0,07655418664216995;0,9795119762420654
24;0,2837093472480774;0,919471025466919
25;0,10051445662975311;0,9749090075492859
26;0,0712406113743782;0,9825119972229004
27;0,08768649399280548;0,9784579873085022
28;0,08692223578691483;0,9795569777488708
29;0,09536705166101456;0,9763190150260925
