,0,1,2,3,4,5,6,7,8,9
0,479385,21212,22,0,205,383,0,0,1,1
1,22167,389423,9625,811,283,152,1,0,27,9
2,0,9622,37082,852,0,0,42,19,0,5
3,0,2759,4554,13665,0,0,109,34,0,0
4,2016,822,2,0,1034,0,0,0,10,1
5,1898,90,0,0,1,7,0,0,0,0
6,0,5,709,184,0,0,526,0,0,0
7,0,0,11,190,0,0,17,12,0,0
8,7,2,0,0,3,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
