,0,1,2,3,4,5,6,7,8,9
0,498087,2632,0,0,69,403,0,0,1,17
1,3373,417702,1251,26,41,16,0,0,5,84
2,0,2880,44208,490,0,0,44,0,0,0
3,0,797,636,19491,0,0,125,72,0,0
4,2181,225,0,0,1448,1,0,0,15,15
5,1966,20,0,0,1,9,0,0,0,0
6,0,0,276,171,0,0,977,0,0,0
7,0,0,0,129,0,0,48,53,0,0
8,4,1,0,0,7,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
