,0,1,2,3,4,5,6,7,8,9
0,500838,280,0,0,39,15,0,0,1,36
1,4842,416795,444,6,261,60,0,0,3,87
2,0,4163,43012,447,0,0,0,0,0,0
3,0,102,641,20201,0,0,110,67,0,0
4,3253,29,0,0,570,3,0,0,13,17
5,1992,3,0,0,0,1,0,0,0,0
6,0,0,153,212,0,0,1039,20,0,0
7,0,0,0,148,0,0,26,56,0,0
8,11,0,0,0,1,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
