,0,1,2,3,4,5,6,7,8,9
0,496876,3568,0,0,661,32,0,0,12,60
1,2589,418482,1152,17,213,0,0,0,5,40
2,0,3386,43354,810,0,0,17,55,0,0
3,0,132,717,20213,0,0,31,28,0,0
4,1888,133,0,0,1773,0,0,0,65,26
5,1969,22,0,0,5,0,0,0,0,0
6,0,0,249,262,0,0,913,0,0,0
7,0,0,1,160,0,0,19,50,0,0
8,5,1,0,0,6,0,0,0,0,0
9,2,0,0,0,1,0,0,0,0,0
