,0,1,2,3,4,5,6,7,8,9
0,494149,5826,0,0,933,242,0,0,35,24
1,3486,416750,1664,319,258,1,0,0,2,18
2,0,4144,42387,884,0,0,96,111,0,0
3,0,263,909,19704,0,0,197,48,0,0
4,1362,299,0,0,2122,3,0,0,83,16
5,1949,37,0,0,5,5,0,0,0,0
6,0,0,130,146,0,0,1146,2,0,0
7,0,0,1,105,0,0,68,56,0,0
8,7,0,0,0,5,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
