,0,1,2,3,4,5,6,7,8,9
0,497659,1692,0,0,1754,62,0,0,17,25
1,120,420098,1885,315,57,0,1,16,0,6
2,0,1233,44784,1421,0,0,149,35,0,0
3,0,3,247,20413,0,0,204,254,0,0
4,978,282,0,0,2557,5,0,0,57,6
5,1979,8,0,0,5,4,0,0,0,0
6,0,0,172,132,0,0,1120,0,0,0
7,0,0,0,139,0,0,43,48,0,0
8,3,0,0,0,9,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
