,0,1,2,3,4,5,6,7,8,9
0,450131,49733,409,0,490,174,0,0,8,264
1,5512,397354,17916,1042,242,14,29,2,4,383
2,0,6114,39523,1224,0,0,741,20,0,0
3,0,299,2599,17481,0,0,615,127,0,0
4,1784,950,5,0,1100,6,0,0,15,25
5,1772,217,1,0,3,1,0,0,0,2
6,0,0,151,227,0,0,1040,6,0,0
7,0,0,0,181,0,0,32,17,0,0
8,5,2,0,0,5,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
