,0,1,2,3,4,5,6,7,8,9
0,478305,22538,57,0,135,164,0,0,1,9
1,20541,393251,6535,1437,418,21,1,0,90,204
2,0,5644,40729,1109,0,0,139,0,1,0
3,0,38,1760,19166,0,0,90,67,0,0
4,2822,534,3,0,481,21,0,0,9,15
5,1899,90,1,0,2,4,0,0,0,0
6,0,0,111,427,0,0,884,2,0,0
7,0,0,0,174,0,0,21,35,0,0
8,10,0,0,0,2,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
