,0,1,2,3,4,5,6,7,8,9
0,494500,6226,0,0,459,8,0,0,2,14
1,9198,410659,1999,583,29,0,0,0,0,30
2,0,6344,40345,897,0,0,26,10,0,0
3,0,564,583,19880,0,0,33,61,0,0
4,1965,257,0,0,1640,0,0,0,5,18
5,1961,29,0,0,4,1,0,0,0,1
6,0,2,253,106,0,0,1049,14,0,0
7,0,0,0,153,0,0,22,55,0,0
8,4,0,0,0,8,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
