,0,1,2,3,4,5,6,7,8,9
0,489763,11291,2,0,140,2,0,0,10,1
1,81563,335756,3249,116,1703,3,0,0,11,97
2,769,18094,28402,284,68,0,5,0,0,0
3,0,4465,2113,14478,0,0,65,0,0,0
4,2893,282,0,0,622,0,0,0,80,8
5,1955,40,0,0,1,0,0,0,0,0
6,0,10,794,202,0,0,417,1,0,0
7,0,0,0,115,0,0,61,54,0,0
8,11,1,0,0,0,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
