,0,1,2,3,4,5,6,7,8,9
0,494125,5434,15,0,955,641,0,0,10,29
1,7108,410847,3961,282,245,39,0,0,8,8
2,0,5115,41579,890,0,0,18,20,0,0
3,0,561,2027,18221,0,0,162,150,0,0
4,1871,335,0,0,1641,3,0,0,15,20
5,1949,30,0,0,6,11,0,0,0,0
6,0,0,438,118,0,0,856,12,0,0
7,0,0,6,164,0,0,20,40,0,0
8,7,0,0,0,5,0,0,0,0,0
9,1,2,0,0,0,0,0,0,0,0
