,0,1,2,3,4,5,6,7,8,9
0,500123,851,0,0,190,19,0,0,2,24
1,220,421005,1252,18,3,0,0,0,0,0
2,0,865,46367,387,0,0,3,0,0,0
3,0,19,649,20363,0,0,41,49,0,0
4,1427,92,0,0,2301,0,0,0,56,9
5,1991,4,0,0,0,1,0,0,0,0
6,0,0,81,182,0,0,1157,4,0,0
7,0,0,0,156,0,0,30,44,0,0
8,4,0,0,0,8,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
