,0,1,2,3,4,5,6,7,8,9
0,478052,21071,30,0,1823,144,0,0,40,49
1,3613,405542,11813,1331,79,0,7,1,4,108
2,0,1224,44945,1193,0,0,244,16,0,0
3,0,17,1847,18888,0,0,158,211,0,0
4,1175,662,0,0,1958,3,0,0,69,18
5,1882,100,0,0,12,2,0,0,0,0
6,0,0,150,167,0,0,1083,24,0,0
7,0,0,0,136,0,0,39,55,0,0
8,3,6,0,0,3,0,0,0,0,0
9,1,2,0,0,0,0,0,0,0,0
