,0,1,2,3,4,5,6,7,8,9
0,494421,6204,1,0,480,54,0,0,8,41
1,10319,408133,3104,717,183,21,1,0,15,5
2,0,6278,40680,522,0,0,122,20,0,0
3,0,1838,374,18823,0,0,83,3,0,0
4,1115,299,1,0,2417,0,0,0,34,19
5,1967,25,0,0,3,1,0,0,0,0
6,0,0,254,48,0,0,1122,0,0,0
7,0,0,3,169,0,0,25,33,0,0
8,4,0,0,0,8,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
