,0,1,2,3,4,5,6,7,8,9
0,491321,7653,0,0,1861,147,0,0,6,221
1,981,415213,5642,157,294,96,0,0,48,67
2,0,2399,44663,531,0,0,23,4,2,0
3,0,96,3633,17231,0,0,105,56,0,0
4,1236,276,0,0,2333,0,0,0,20,20
5,1949,38,0,0,7,1,0,0,0,1
6,0,0,281,64,0,0,1076,3,0,0
7,0,0,11,97,0,0,66,56,0,0
8,5,2,0,0,5,0,0,0,0,0
9,1,2,0,0,0,0,0,0,0,0
