,0,1,2,3,4,5,6,7,8,9
0,496956,3944,0,0,280,22,0,0,5,2
1,5239,413244,3374,543,86,0,3,0,0,9
2,0,1185,45440,894,0,0,103,0,0,0
3,0,724,422,19868,0,0,90,17,0,0
4,1184,395,0,0,2279,0,0,0,15,12
5,1957,37,0,0,2,0,0,0,0,0
6,0,0,274,113,0,0,1035,2,0,0
7,0,0,1,154,0,0,10,65,0,0
8,5,0,0,0,7,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
