,0,1,2,3,4,5,6,7,8,9
0,489064,8837,0,0,3104,74,0,0,46,84
1,1196,419393,1630,202,72,0,0,0,4,1
2,0,3379,42530,1639,0,0,43,31,0,0
3,0,0,296,20625,0,0,78,122,0,0
4,1029,278,0,0,2520,0,0,0,36,22
5,1930,52,0,0,12,1,0,0,0,1
6,0,0,93,337,0,0,964,30,0,0
7,0,0,0,179,0,0,12,39,0,0
8,4,0,0,0,8,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
