,0,1,2,3,4,5,6,7,8,9
0,498375,1419,0,0,1161,199,0,0,3,52
1,3344,416716,2055,103,273,0,0,0,6,1
2,0,1937,44912,683,0,0,47,43,0,0
3,0,186,1280,19385,0,0,194,76,0,0
4,1831,240,0,0,1782,3,0,0,8,21
5,1978,8,0,0,9,1,0,0,0,0
6,0,0,261,174,0,0,980,9,0,0
7,0,0,0,143,0,0,32,55,0,0
8,5,0,0,0,7,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
