,0,1,2,3,4,5,6,7,8,9
0,499153,1307,0,0,136,464,0,0,11,138
1,791,420755,673,70,60,1,0,0,1,147
2,0,1864,45379,355,0,0,17,0,0,7
3,0,171,988,19778,0,0,140,44,0,0
4,2259,168,0,0,1390,15,0,0,24,29
5,1969,18,0,0,0,9,0,0,0,0
6,0,0,186,126,0,0,1111,1,0,0
7,0,0,0,119,0,0,53,58,0,0
8,7,1,0,0,4,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
