,0,1,2,3,4,5,6,7,8,9
0,497538,1295,0,0,2259,59,0,0,0,58
1,7166,412985,2115,87,126,1,0,0,10,8
2,0,2747,43898,961,0,0,5,11,0,0
3,0,160,457,20432,0,0,41,31,0,0
4,820,137,0,0,2884,5,0,0,26,13
5,1981,9,0,0,6,0,0,0,0,0
6,0,0,224,272,0,0,908,20,0,0
7,0,0,0,151,0,0,15,64,0,0
8,3,0,0,0,9,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
