,0,1,2,3,4,5,6,7,8,9
0,500264,376,0,0,527,12,0,0,5,25
1,361,421560,480,88,2,0,0,0,5,2
2,0,1287,44995,1218,0,0,120,2,0,0
3,0,21,1641,19303,0,0,41,115,0,0
4,1880,72,0,0,1909,0,0,0,8,16
5,1989,4,0,0,3,0,0,0,0,0
6,0,0,312,158,0,0,943,11,0,0
7,0,0,0,156,0,0,56,18,0,0
8,5,0,0,0,7,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
