,0,1,2,3,4,5,6,7,8,9
0,499917,1196,0,0,42,7,0,0,1,46
1,3673,418108,594,96,22,5,0,0,0,0
2,0,2954,43848,772,0,0,45,3,0,0
3,0,400,1214,19380,0,0,92,35,0,0
4,3230,236,0,0,385,0,0,0,16,18
5,1986,10,0,0,0,0,0,0,0,0
6,0,0,268,76,0,0,1080,0,0,0
7,0,0,3,175,0,0,37,15,0,0
8,9,1,0,0,2,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0
