,0,1,2,3,4,5,6,7,8,9
0,500162,400,0,0,429,182,0,0,5,31
1,641,421500,313,23,14,3,0,0,4,0
2,0,1185,46151,263,0,0,11,12,0,0
3,0,102,663,20322,0,0,30,4,0,0
4,1636,133,0,0,2060,10,0,0,30,16
5,1984,2,0,0,2,8,0,0,0,0
6,0,0,190,55,0,0,1179,0,0,0
7,0,0,0,137,0,0,49,44,0,0
8,6,0,0,0,6,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
