,0,1,2,3,4,5,6,7,8,9
0,497130,3413,0,0,260,313,0,0,2,91
1,2539,418847,610,369,89,0,2,0,0,42
2,0,2910,44045,468,0,0,184,15,0,0
3,0,464,540,19917,0,0,149,51,0,0
4,1679,206,0,0,1908,0,0,0,79,13
5,1963,27,0,0,1,5,0,0,0,0
6,0,0,159,143,0,0,1122,0,0,0
7,0,0,6,126,0,0,60,38,0,0
8,3,0,0,0,9,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
