,0,1,2,3,4,5,6,7,8,9
0,500600,253,0,0,311,6,0,0,1,38
1,360,421718,367,25,12,9,0,0,4,3
2,0,1521,45540,488,0,0,66,7,0,0
3,0,23,1133,19693,0,0,222,50,0,0
4,1998,119,0,0,1736,0,0,0,8,24
5,1990,0,0,0,5,1,0,0,0,0
6,0,0,183,125,0,0,1116,0,0,0
7,0,0,1,145,0,0,27,57,0,0
8,6,0,0,0,6,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
