,0,1,2,3,4,5,6,7,8,9
0,490780,9795,1,0,443,103,0,0,38,49
1,26373,391836,2510,901,738,30,35,0,48,27
2,0,8679,37838,1043,0,0,62,0,0,0
3,0,2447,2102,16429,0,0,110,33,0,0
4,1788,409,0,0,1618,0,0,0,52,18
5,1912,76,0,0,2,5,0,0,1,0
6,0,0,533,163,0,0,721,7,0,0
7,0,0,3,172,0,0,29,26,0,0
8,6,0,0,0,6,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0
